# feature,genomic_accession,start,end,strand,product_accession,name,symbol,locus_tag,feature_interval_length,product_length
CDS,CT971583.1,1904908,1905375,+,CAK24502.1,Conserved hypothetical protein,,SynWH7803_2076,468,155
CDS,CT971583.1,1905424,1906833,+,CAK24503.1,Transcription elongation factor NusA,nusA,SynWH7803_2077,1410,469
CDS,CT971583.1,1906830,1907111,+,CAK24504.1,Predicted nucleic-acid-binding protein implicated in transcription termination,,SynWH7803_2078,282,93
CDS,CT971583.1,1907175,1910546,+,CAK24505.1,Translation initiation factor IF-2,infB,SynWH7803_2079,3372,1123
CDS,CT971583.1,1910546,1911346,+,CAK24506.1,Uncharacterized conserved membrane protein,,SynWH7803_2080,801,266
tRNA,CT971583.1,1911453,1911525,+,,tRNA-Thr,,RNA_44,73,
CDS,CT971583.1,1911609,1912799,+,CAK24507.1,Uncharacterized conserved membrane protein,,SynWH7803_2081,1191,396
CDS,CT971583.1,1912840,1912968,-,CAK24508.1,Hypothetical protein,,SynWH7803_2082,129,42
CDS,CT971583.1,1912980,1914053,+,CAK24509.1,Predicted secreted phosphohydrolase,,SynWH7803_2083,1074,357
CDS,CT971583.1,1914146,1915225,-,CAK24510.1,Photosystem II protein D1,psbA,SynWH7803_2084,1080,359
CDS,CT971583.1,1915609,1915959,+,CAK24511.1,Uncharacterized conserved secreted protein,,SynWH7803_2085,351,116
CDS,CT971583.1,1915952,1916416,+,CAK24512.1,Conserved hypothetical protein,,SynWH7803_2086,465,154
CDS,CT971583.1,1916491,1916859,+,CAK24513.1,Uncharacterized conserved secreted protein,,SynWH7803_2087,369,122
CDS,CT971583.1,1916862,1917764,-,CAK24514.1,Succinylglutamate desuccinylase / Aspartoacylase family protein,,SynWH7803_2088,903,300
CDS,CT971583.1,1917836,1918825,+,CAK24515.1,Predicted glutathione S-transferase,,SynWH7803_2089,990,329
CDS,CT971583.1,1918822,1919475,+,CAK24516.1,Uncharacterized conserved membrane protein,,SynWH7803_2090,654,217
CDS,CT971583.1,1919472,1921382,+,CAK24517.1,ATPase components of ABC transporters with duplicated ATPase domain,uup,SynWH7803_2091,1911,636
CDS,CT971583.1,1921363,1921821,-,CAK24518.1,Hypothetical protein,,SynWH7803_2092,459,152
CDS,CT971583.1,1921980,1922198,+,CAK24519.1,Conserved hypothetical protein,,SynWH7803_2093,219,72
CDS,CT971583.1,1922292,1922474,-,CAK24520.1,Conserved hypothetical protein,,SynWH7803_2094,183,60
CDS,CT971583.1,1922569,1923558,-,CAK24521.1,Predicted GTPase,obg,SynWH7803_2095,990,329
CDS,CT971583.1,1923618,1924850,+,CAK24522.1,"ABC-type sugar transport system, ATPase component",malK,SynWH7803_2096,1233,410
CDS,CT971583.1,1924872,1927256,-,CAK24523.1,Mismatch repair ATPase (MutS family),,SynWH7803_2097,2385,794
CDS,CT971583.1,1927256,1927654,-,CAK24524.1,Putative lactoylglutathione lyase,,SynWH7803_2098,399,132
CDS,CT971583.1,1927995,1928996,-,CAK24525.1,Delta-aminolevulinic acid dehydratase,hemB,SynWH7803_2099,1002,333
CDS,CT971583.1,1929048,1930019,-,CAK24526.1,DnaJ-class molecular chaperone,dnaJ,SynWH7803_2100,972,323
CDS,CT971583.1,1930136,1930504,+,CAK24527.1,Uncharacterized conserved secreted protein,,SynWH7803_2101,369,122
CDS,CT971583.1,1930509,1932149,+,CAK24528.1,"Sulfate permease, MSF superfamily",,SynWH7803_2102,1641,546
CDS,CT971583.1,1932160,1932861,-,CAK24529.1,Predicted flavoprotein,,SynWH7803_2103,702,233
CDS,CT971583.1,1933287,1933559,-,CAK24530.1,Conserved hypothetical protein,,SynWH7803_2104,273,90
CDS,CT971583.1,1933714,1933962,+,CAK24531.1,Conserved hypothetical protein,,SynWH7803_2105,249,82
CDS,CT971583.1,1933959,1934807,+,CAK24532.1,Short-chain dehydrogenase/reductase family enzyme,,SynWH7803_2106,849,282
CDS,CT971583.1,1934828,1935142,-,CAK24533.1,Hypothetical protein,,SynWH7803_2107,315,104
CDS,CT971583.1,1935378,1935605,-,CAK24534.1,Uncharacterized secreted protein,,SynWH7803_2108,228,75
CDS,CT971583.1,1935768,1935974,+,CAK24535.1,Hypothetical protein,,SynWH7803_2109,207,68
CDS,CT971583.1,1935961,1936122,+,CAK24536.1,Hypothetical protein,,SynWH7803_2110,162,53
CDS,CT971583.1,1936263,1936436,+,CAK24537.1,Uncharacterized secreted protein,,SynWH7803_2111,174,57
CDS,CT971583.1,1937189,1937365,+,CAK24538.1,Hypothetical protein,,SynWH7803_2112,177,58
CDS,CT971583.1,1937362,1937577,+,CAK24539.1,Conserved hypothetical protein,,SynWH7803_2113,216,71
CDS,CT971583.1,1937613,1938212,+,CAK24540.1,Staphylococcal nuclease homologue,,SynWH7803_2114,600,199
CDS,CT971583.1,1938440,1939066,-,CAK24541.1,Uncharacterized secreted protein,,SynWH7803_2115,627,208
CDS,CT971583.1,1939066,1940520,-,CAK24542.1,Uncharacterized membrane protein,,SynWH7803_2116,1455,484
CDS,CT971583.1,1940523,1941026,-,CAK24543.1,Hypothetical protein,,SynWH7803_2117,504,167
CDS,CT971583.1,1941029,1942390,-,CAK24544.1,Uncharacterized conserved membrane protein,,SynWH7803_2118,1362,453
CDS,CT971583.1,1942433,1942822,-,CAK24545.1,Hypothetical protein,,SynWH7803_2119,390,129
misc_RNA,CT971583.1,1942790,1943051,-,,"tmRNA, 10Sa RNA, SsrA",ssrA,RNA_45,262,
CDS,CT971583.1,1943093,1944265,+,CAK24546.1,Predicted N6-adenine-specific DNA methylase,,SynWH7803_2120,1173,390
CDS,CT971583.1,1944269,1944667,-,CAK24547.1,Uncharacterized conserved membrane protein,,SynWH7803_2121,399,132
CDS,CT971583.1,1944664,1945176,-,CAK24548.1,Uncharacterized conserved membrane protein,,SynWH7803_2122,513,170
CDS,CT971583.1,1945183,1945545,+,CAK24549.1,Conserved hypothetical protein,,SynWH7803_2123,363,120
CDS,CT971583.1,1945623,1949228,+,CAK24550.1,Chromosome segregation ATPase,smc,SynWH7803_2124,3606,1201
CDS,CT971583.1,1949289,1950434,+,CAK24551.1,Conserved hypothetical protein,,SynWH7803_2125,1146,381
CDS,CT971583.1,1950465,1950878,-,CAK24552.1,Peptide methionine sulfoxide reductase MsrB,msrB,SynWH7803_2126,414,137
CDS,CT971583.1,1950904,1952190,-,CAK24553.1,Distantly related to Glycosyltransferase of family GT19,,SynWH7803_2127,1287,428
tRNA,CT971583.1,1952217,1952298,-,,tRNA-Leu,,RNA_46,82,
CDS,CT971583.1,1952445,1953788,+,CAK24554.1,Biotin carboxylase (A subunit of acetyl-CoA carboxylase),accC,SynWH7803_2128,1344,447
CDS,CT971583.1,1953816,1954136,-,CAK24555.1,YGGT family membrane protein,,SynWH7803_2129,321,106
CDS,CT971583.1,1954234,1954356,+,CAK24556.1,Photosystem II PsbX protein,psbX,SynWH7803_2130,123,40
CDS,CT971583.1,1954438,1955382,+,CAK24557.1,Conserved hypothetical protein with a ycf66 N-terminal domain,,SynWH7803_2131,945,314
CDS,CT971583.1,1955406,1955906,+,CAK24558.1,Conserved hypothetical protein,,SynWH7803_2132,501,166
CDS,CT971583.1,1955903,1956394,+,CAK24559.1,Conserved hypothetical protein similar to TolB C-terminal domain,,SynWH7803_2133,492,163
CDS,CT971583.1,1956395,1956598,-,CAK24560.1,High light inducible protein,hli,SynWH7803_2134,204,67
CDS,CT971583.1,1956607,1958604,-,CAK24561.1,ABC-type uncharacterized transport system permease and ATPase component,,SynWH7803_2135,1998,665
CDS,CT971583.1,1958630,1958971,-,CAK24562.1,HIT family hydrolase,,SynWH7803_2136,342,113
CDS,CT971583.1,1959042,1960619,+,CAK24563.1,Predicted ATPase with chaperone activity,,SynWH7803_2137,1578,525
CDS,CT971583.1,1960835,1961005,-,CAK24564.1,30S ribosomal protein S21,rpsU,SynWH7803_2138,171,56
CDS,CT971583.1,1961050,1961622,-,CAK24565.1,Uncharacterized conserved secreted protein,,SynWH7803_2139,573,190
CDS,CT971583.1,1961681,1961878,-,CAK24566.1,Uncharacterized conserved membrane protein,,SynWH7803_2140,198,65
CDS,CT971583.1,1961883,1962488,-,CAK24567.1,Peptide deformylase,def,SynWH7803_2141,606,201
CDS,CT971583.1,1962552,1964480,+,CAK24568.1,Dipeptidyl aminopeptidase family enzyme,,SynWH7803_2142,1929,642
CDS,CT971583.1,1964474,1965148,-,CAK24569.1,Possible L-fuculose phosphate aldolase,fucA,SynWH7803_2143,675,224
CDS,CT971583.1,1965135,1966247,-,CAK24570.1,"Predicted translation initiation factor 2B subunit, eIF-2B alpha/beta/delta family",,SynWH7803_2144,1113,370
CDS,CT971583.1,1966349,1967767,+,CAK24571.1,Putative Na+/glutamate symporter,gltS,SynWH7803_2145,1419,472
CDS,CT971583.1,1967833,1968582,+,CAK24572.1,SAM-dependent methyltransferase,,SynWH7803_2146,750,249
CDS,CT971583.1,1968546,1969814,-,CAK24573.1,Selenocysteine lyase,csd,SynWH7803_2147,1269,422
CDS,CT971583.1,1969811,1971007,-,CAK24574.1,"SufD protein, Fe-S cluster assembly",sufD,SynWH7803_2148,1197,398
CDS,CT971583.1,1971010,1971798,-,CAK24575.1,FeS assembly ATPase SufC,sufC,SynWH7803_2149,789,262
CDS,CT971583.1,1971851,1973290,-,CAK24576.1,"SufB protein, Fe-Scluster assembly",sufB,SynWH7803_2150,1440,479
CDS,CT971583.1,1973296,1973655,-,CAK24577.1,Ferredoxin-thioredoxin reductase catalytic chain,ftrC,SynWH7803_2151,360,119
CDS,CT971583.1,1973867,1974940,+,CAK24578.1,Fructose-bisphosphate aldolase class I,fbaB,SynWH7803_2152,1074,357
CDS,CT971583.1,1974982,1975647,+,CAK24579.1,Predicted transcriptional regulator,,SynWH7803_2153,666,221
CDS,CT971583.1,1975644,1976024,+,CAK24580.1,Conserved hypothetical protein,,SynWH7803_2154,381,126
CDS,CT971583.1,1976085,1976675,+,CAK24581.1,Putative phycoerythrin linker protein CpeS homolog,,SynWH7803_2155,591,196
CDS,CT971583.1,1976768,1977526,+,CAK24582.1,Phycobilisome rod-core linker polypeptide cpcG (L-RC 27.8),cpcG1,SynWH7803_2156,759,252
CDS,CT971583.1,1977685,1978755,+,CAK24583.1,Conserved hypothetical protein,,SynWH7803_2157,1071,356
CDS,CT971583.1,1978766,1978951,+,CAK24584.1,Uncharacterized conserved membrane protein,,SynWH7803_2158,186,61
CDS,CT971583.1,1978991,1980394,+,CAK24585.1,Phosphatidylcholine-hydrolyzing phospholipase D family protein,,SynWH7803_2159,1404,467
CDS,CT971583.1,1980523,1981002,+,CAK24586.1,Uncharacterized membrane protein,,SynWH7803_2160,480,159
CDS,CT971583.1,1981212,1981964,+,CAK24587.1,Predicted hydrolase of the alpha/beta-hydrolase fold,,SynWH7803_2161,753,250
CDS,CT971583.1,1981939,1982364,+,CAK24588.1,Uncharacterized conserved secreted protein,,SynWH7803_2162,426,141
CDS,CT971583.1,1982371,1982610,-,CAK24589.1,Conserved hypothetical protein,,SynWH7803_2163,240,79
CDS,CT971583.1,1982722,1984380,+,CAK24590.1,Phosphoglucomutase,pmg,SynWH7803_2164,1659,552
CDS,CT971583.1,1984432,1984725,-,CAK24591.1,Uncharacterized conserved membrane protein,,SynWH7803_2165,294,97
CDS,CT971583.1,1984722,1988129,-,CAK24592.1,"Multidrug efflux transporter, Hydrophobe/Amphiphile Efflux-1 (HAE1) family (2.A.6.2.), RND superfamily",,SynWH7803_2166,3408,1135
CDS,CT971583.1,1988141,1989151,-,CAK24593.1,Possible membrane-fusion protein,,SynWH7803_2167,1011,336
CDS,CT971583.1,1989339,1991552,+,CAK24594.1,ATPase related to the helicase subunit of the Holliday junction resolvase,,SynWH7803_2168,2214,737
CDS,CT971583.1,1991623,1992252,-,CAK24595.1,Uncharacterized conserved secreted protein,,SynWH7803_2169,630,209
CDS,CT971583.1,1992417,1992911,-,CAK24596.1,Uncharacterized conserved secreted protein,,SynWH7803_2170,495,164
CDS,CT971583.1,1992938,1993603,-,CAK24597.1,4'-phosphopantetheinyl transferase related protein,,SynWH7803_2171,666,221
CDS,CT971583.1,1993602,1994075,+,CAK24598.1,Peroxiredoxin,bcp,SynWH7803_2172,474,157
CDS,CT971583.1,1994068,1994748,-,CAK24599.1,Predicted transcriptional regulator,,SynWH7803_2173,681,226
CDS,CT971583.1,1994753,1995526,-,CAK24600.1,Phosphoadenosine phosphosulfate reductase (PAPS reductase),cysH,SynWH7803_2174,774,257
CDS,CT971583.1,1995596,1996771,+,CAK24601.1,"NADH dehydrogenase, FAD-containing subunit",ndh,SynWH7803_2175,1176,391
CDS,CT971583.1,1996768,1998474,+,CAK24602.1,GTP-binding protein; HflX,hflX,SynWH7803_2176,1707,568
CDS,CT971583.1,1998467,2000269,+,CAK24603.1,Di/tricarboxylate transporter,citT,SynWH7803_2177,1803,600
CDS,CT971583.1,2000266,2001678,+,CAK24604.1,"Sodium transporter, Trk family",ktrB/ntpJ,SynWH7803_2178,1413,470
CDS,CT971583.1,2001703,2002407,+,CAK24605.1,"K+ transport system, NAD-binding component",trkA,SynWH7803_2179,705,234
CDS,CT971583.1,2002421,2003584,+,CAK24606.1,Predicted molecular chaperone distantly related to HSP70-fold metalloprotease,,SynWH7803_2180,1164,387
CDS,CT971583.1,2003585,2003905,-,CAK24607.1,Conserved hypothetical protein,,SynWH7803_2181,321,106
CDS,CT971583.1,2004072,2004386,+,CAK24608.1,Conserved hypothetical protein,,SynWH7803_2182,315,104
CDS,CT971583.1,2004485,2004712,+,CAK24609.1,Conserved hypothetical protein,,SynWH7803_2183,228,75
CDS,CT971583.1,2004690,2004881,-,CAK24610.1,Uncharacterized conserved membrane protein,,SynWH7803_2184,192,63
CDS,CT971583.1,2004910,2006658,+,CAK24611.1,ATPase component of ABC transporter with duplicated ATPase domain,uup,SynWH7803_2185,1749,582
CDS,CT971583.1,2006774,2006953,+,CAK24612.1,Conserved hypothetical protein,,SynWH7803_2186,180,59
CDS,CT971583.1,2006954,2008141,-,CAK24613.1,Periplasmic trypsin-like serine protease,degQ,SynWH7803_2187,1188,395
CDS,CT971583.1,2008323,2008583,+,CAK24614.1,Conserved hypothetical protein,,SynWH7803_2188,261,86
CDS,CT971583.1,2008682,2009023,+,CAK24615.1,Conserved hypothetical protein,,SynWH7803_2189,342,113
CDS,CT971583.1,2009305,2011776,+,CAK24616.1,HrpA-like helicase,,SynWH7803_2190,2472,823
CDS,CT971583.1,2011845,2011991,+,CAK24617.1,High light inducible protein,hli,SynWH7803_2191,147,48
CDS,CT971583.1,2012097,2012273,+,CAK24618.1,Uncharacterized membrane protein,,SynWH7803_2192,177,58
CDS,CT971583.1,2012263,2013414,+,CAK24619.1,Exonuclease VII large subunit,xseA,SynWH7803_2193,1152,383
CDS,CT971583.1,2013460,2013741,+,CAK24620.1,Exonuclease VII small subunit,xseB,SynWH7803_2194,282,93
CDS,CT971583.1,2013734,2014111,+,CAK24621.1,Uncharacterized conserved membrane protein,,SynWH7803_2195,378,125
CDS,CT971583.1,2014128,2014475,-,CAK24622.1,Uncharacterized conserved membrane protein,,SynWH7803_2196,348,115
CDS,CT971583.1,2014526,2015458,-,CAK24623.1,Ribonuclease BN-like family protein,,SynWH7803_2197,933,310
rRNA,CT971583.1,2015575,2015689,-,,5S ribosomal RNA,,RNA_47,115,
rRNA,CT971583.1,2015804,2018668,-,,23S ribosomal RNA,,RNA_48,2865,
tRNA,CT971583.1,2019109,2019181,-,,tRNA-Ala,,RNA_49,73,
tRNA,CT971583.1,2019191,2019264,-,,tRNA-Ile,,RNA_50,74,
rRNA,CT971583.1,2019450,2020913,-,,16S ribosomal RNA,,RNA_51,1464,
CDS,CT971583.1,2021531,2022334,-,CAK24624.1,Inositol monophosphatase family protein,,SynWH7803_2198,804,267
CDS,CT971583.1,2022349,2023998,-,CAK24625.1,Outer membrane efflux protein,tolC,SynWH7803_2199,1650,549
CDS,CT971583.1,2024089,2025486,-,CAK24626.1,Fe-S oxidoreductase,,SynWH7803_2200,1398,465
CDS,CT971583.1,2025506,2026366,-,CAK24627.1,Undecaprenyl-diphosphatase,uppP,SynWH7803_2201,861,286
CDS,CT971583.1,2026514,2027233,+,CAK24628.1,Uncharacterized conserved membrane protein,,SynWH7803_2202,720,239
CDS,CT971583.1,2027348,2027725,+,CAK24629.1,Photosystem II 12 kDa extrinsic PsbU protein,psbU,SynWH7803_2203,378,125
CDS,CT971583.1,2027779,2029461,+,CAK24630.1,L-aspartate oxidase,nadB,SynWH7803_2204,1683,560
CDS,CT971583.1,2029483,2030424,-,CAK24631.1,Uncharacterized conserved membrane protein,,SynWH7803_2205,942,313
CDS,CT971583.1,2030495,2031901,+,CAK24632.1,2-methylthioadenine synthetase,,SynWH7803_2206,1407,468
CDS,CT971583.1,2031898,2033124,+,CAK24633.1,Permease of the major facilitator superfamily,,SynWH7803_2207,1227,408
CDS,CT971583.1,2033360,2034934,+,CAK24634.1,Fe-S oxidoreductase,,SynWH7803_2208,1575,524
CDS,CT971583.1,2034960,2035334,-,CAK24635.1,Conserved hypothetical protein specific for cyanobacteria,,SynWH7803_2209,375,124
CDS,CT971583.1,2035359,2036540,-,CAK24636.1,Conserved hypothetical protein,,SynWH7803_2210,1182,393
CDS,CT971583.1,2036743,2037429,-,CAK24637.1,"Pyrimidine reductase, riboflavin biosynthesis",ribD,SynWH7803_2211,687,228
CDS,CT971583.1,2037442,2038362,-,CAK24638.1,6-pyruvoyl-tetrahydropterin synthase,,SynWH7803_2212,921,306
CDS,CT971583.1,2038414,2038989,+,CAK24639.1,Shikimate kinase,aroK,SynWH7803_2213,576,191
CDS,CT971583.1,2038993,2039256,-,CAK24640.1,Conserved hypothetical protein,,SynWH7803_2214,264,87
CDS,CT971583.1,2039288,2039977,+,CAK24641.1,Uncharacterized conserved secreted protein,,SynWH7803_2215,690,229
CDS,CT971583.1,2039946,2040674,-,CAK24642.1,Glutathione S-transferase,gst,SynWH7803_2216,729,242
CDS,CT971583.1,2040734,2040940,+,CAK24643.1,Conserved hypothetical protein specific for phototrophic organisms,,SynWH7803_2217,207,68
CDS,CT971583.1,2040942,2041364,+,CAK24644.1,Ribosome-binding factor A,rbfA,SynWH7803_2218,423,140
CDS,CT971583.1,2041378,2043003,+,CAK24645.1,Beta-glycosidase of family GH3; possible N-acetyl b-glucosaminidase,,SynWH7803_2219,1626,541
CDS,CT971583.1,2043040,2044248,+,CAK24646.1,Glycosyltransferase of family GT2; modular; contains a TPR-repeat domain,,SynWH7803_2220,1209,402
CDS,CT971583.1,2044245,2045063,+,CAK24647.1,Uroporphyrinogen-III synthase,hemD,SynWH7803_2221,819,272
CDS,CT971583.1,2045033,2045395,-,CAK24648.1,Conserved hypothetical protein,,SynWH7803_2222,363,120
CDS,CT971583.1,2045610,2046059,-,CAK24649.1,Conserved hypothetical protein,,SynWH7803_2223,450,149
CDS,CT971583.1,2046064,2047530,-,CAK24650.1,Zeta-carotene desaturase,"crtQ, zds",SynWH7803_2224,1467,488
CDS,CT971583.1,2047601,2047993,+,CAK24651.1,Conserved hypothetical protein,,SynWH7803_2225,393,130
CDS,CT971583.1,2048057,2048476,+,CAK24652.1,"TPR-repeat protein, specific for cyanobacteria",,SynWH7803_2226,420,139
CDS,CT971583.1,2048478,2049683,+,CAK24653.1,Conserved hypothetical protein,,SynWH7803_2227,1206,401
CDS,CT971583.1,2049680,2049955,+,CAK24654.1,Uncharacterized conserved membrane protein,,SynWH7803_2228,276,91
CDS,CT971583.1,2049891,2050838,-,CAK24655.1,Predicted nucleoside-diphosphate sugar epimerase,,SynWH7803_2229,948,315
CDS,CT971583.1,2050871,2052148,-,CAK24656.1,Na+/H+ antiporter,,SynWH7803_2230,1278,425
CDS,CT971583.1,2052182,2052439,+,CAK24657.1,Conserved hypothetical protein,,SynWH7803_2231,258,85
CDS,CT971583.1,2052418,2054514,-,CAK24658.1,"Uncharacterized conserved membrane protein, specific for cyanobacteria",,SynWH7803_2232,2097,698
CDS,CT971583.1,2054514,2055221,-,CAK24659.1,DnaJ-class molecular chaperone,dnaJ,SynWH7803_2233,708,235
CDS,CT971583.1,2055227,2056195,-,CAK24660.1,Cysteine synthase,cysK,SynWH7803_2234,969,322
CDS,CT971583.1,2056396,2058264,-,CAK24661.1,"Porin, P stress induced",,SynWH7803_2235,1869,622
CDS,CT971583.1,2058453,2060225,-,CAK24662.1,"Porin, P stress induced",,SynWH7803_2236,1773,590
CDS,CT971583.1,2060440,2062104,+,CAK24663.1,Uncharacterized conserved membrane protein,,SynWH7803_2237,1665,554
CDS,CT971583.1,2062351,2063946,+,CAK24664.1,Glycosyltransferase of PMT family,,SynWH7803_2238,1596,531
CDS,CT971583.1,2064063,2065118,-,CAK24665.1,Photosystem II D2 protein,psbD,SynWH7803_2239,1056,351
CDS,CT971583.1,2065274,2065537,+,CAK24666.1,Conserved hypothetical protein,,SynWH7803_2240,264,87
CDS,CT971583.1,2065543,2066247,+,CAK24667.1,"ABC-type system, ATPase component",,SynWH7803_2241,705,234
tRNA,CT971583.1,2066271,2066342,+,,tRNA-Asn,,RNA_52,72,
CDS,CT971583.1,2066657,2067454,+,CAK24668.1,Two-component system response regulator,,SynWH7803_2242,798,265
CDS,CT971583.1,2067456,2068430,-,CAK24669.1,DNA polymerase III delta prime subunit,holB,SynWH7803_2243,975,324
CDS,CT971583.1,2068434,2069075,-,CAK24670.1,Thymidylate kinase,tmk,SynWH7803_2244,642,213
CDS,CT971583.1,2069078,2071381,-,CAK24671.1,Copper-transporting ATPase,copA,SynWH7803_2245,2304,767
CDS,CT971583.1,2071503,2072024,+,CAK24672.1,Photosystem I assembly protein Ycf3,ycf3,SynWH7803_2246,522,173
CDS,CT971583.1,2072037,2073431,-,CAK24673.1,DNA repair protein RadA,radA,SynWH7803_2247,1395,464
CDS,CT971583.1,2073522,2074268,+,CAK24674.1,Two-component system response regulator,,SynWH7803_2248,747,248
CDS,CT971583.1,2074249,2075556,+,CAK24675.1,Fatty acid/phospholipid synthesis protein PlsX,plsX,SynWH7803_2249,1308,435
CDS,CT971583.1,2075609,2076622,+,CAK24676.1,3-oxoacyl-[acyl-carrier-protein] synthase III,fabH,SynWH7803_2250,1014,337
CDS,CT971583.1,2076650,2077546,+,CAK24677.1,Malonyl CoA-acyl carrier protein transacylase,fabD,SynWH7803_2251,897,298
CDS,CT971583.1,2077549,2078214,+,CAK24678.1,1-acyl-sn-glycerol-3-phosphate acyltransferase,plsC,SynWH7803_2252,666,221
CDS,CT971583.1,2078205,2078792,-,CAK24679.1,Uncharacterized conserved secreted protein,,SynWH7803_2253,588,195
CDS,CT971583.1,2078792,2079442,-,CAK24680.1,"Inactive homolog of metal-dependent protease, putative molecular chaperone",,SynWH7803_2254,651,216
CDS,CT971583.1,2079439,2079690,-,CAK24681.1,Conserved hypothetical protein,,SynWH7803_2255,252,83
CDS,CT971583.1,2079689,2080954,+,CAK24682.1,tRNA nucleotidyltransferase/poly(A) polymerase,pcnB,SynWH7803_2256,1266,421
CDS,CT971583.1,2081019,2081456,+,CAK24683.1,"RNA-binding protein, RRM domain",,SynWH7803_2257,438,145
CDS,CT971583.1,2081774,2082292,-,CAK24684.1,cAMP-binding domain protein-Catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,,SynWH7803_2258,519,172
CDS,CT971583.1,2082371,2083273,+,CAK24685.1,DevB-like secretion protein,devB,SynWH7803_2259,903,300
CDS,CT971583.1,2083270,2084469,+,CAK24686.1,ABC transporter permease component,devC,SynWH7803_2260,1200,399
CDS,CT971583.1,2084475,2085200,+,CAK24687.1,"ABC-type transport system, involved in lipoprotein release, ATPase component",devA,SynWH7803_2261,726,241
CDS,CT971583.1,2085221,2086186,+,CAK24688.1,Predicted hydrolase (alpha/beta superfamily hydrolase),mhpC,SynWH7803_2262,966,321
CDS,CT971583.1,2086183,2087376,+,CAK24689.1,Permease of the major facilitator superfamily,,SynWH7803_2263,1194,397
CDS,CT971583.1,2087349,2087765,-,CAK24690.1,Possible glyoxalase,,SynWH7803_2264,417,138
CDS,CT971583.1,2087806,2088855,-,CAK24691.1,Putative dioxygenase,,SynWH7803_2265,1050,349
CDS,CT971583.1,2088868,2089146,-,CAK24692.1,Hypothetical protein,,SynWH7803_2266,279,92
CDS,CT971583.1,2089143,2089913,-,CAK24693.1,Septum formation inhibitor-activating ATPase,minD,SynWH7803_2267,771,256
CDS,CT971583.1,2089989,2091623,-,CAK24694.1,Outer membrane efflux protein,,SynWH7803_2268,1635,544
CDS,CT971583.1,2091620,2092561,-,CAK24695.1,Phytoene synthase,crtB,SynWH7803_2269,942,313
CDS,CT971583.1,2092564,2093598,-,CAK24696.1,Possible hybride histidine kinase,,SynWH7803_2270,1035,344
CDS,CT971583.1,2093598,2093972,-,CAK24697.1,CheY-like receiver domain,,SynWH7803_2271,375,124
CDS,CT971583.1,2093969,2096644,-,CAK24698.1,Hybride histidine kinase,,SynWH7803_2272,2676,891
CDS,CT971583.1,2096650,2098071,-,CAK24699.1,Phytoene dehydrogenase,"crtD,pds",SynWH7803_2273,1422,473
CDS,CT971583.1,2098180,2098527,+,CAK24700.1,Conserved hypothetical protein,,SynWH7803_2274,348,115
CDS,CT971583.1,2098524,2099156,+,CAK24701.1,Conserved hypothetical protein,,SynWH7803_2275,633,210
CDS,CT971583.1,2099147,2100160,-,CAK24702.1,RuBisCO operon transcriptional regulator,rbcR,SynWH7803_2276,1014,337
CDS,CT971583.1,2100250,2100993,+,CAK24703.1,Conserved hypothetical membrane protein,,SynWH7803_2277,744,247
CDS,CT971583.1,2101028,2103040,+,CAK24704.1,NAD(P)H-quinone oxidoreductase chain 5,ndhF,SynWH7803_2278,2013,670
CDS,CT971583.1,2103144,2103551,+,CAK24705.1,Hypothetical protein,,SynWH7803_2279,408,135
CDS,CT971583.1,2103892,2105547,+,CAK24706.1,NAD(P)H-quinone oxidoreductase chain 4-1,ndhD,SynWH7803_2280,1656,551
CDS,CT971583.1,2105601,2106503,+,CAK24707.1,Conserved hypothetical protein,,SynWH7803_2281,903,300
CDS,CT971583.1,2106550,2107728,+,CAK24708.1,Nucleoside-diphosphate-sugar transferase,,SynWH7803_2282,1179,392
CDS,CT971583.1,2107709,2108602,-,CAK24709.1,5-10-methylenetetrahydrofolate reductase,metF,SynWH7803_2283,894,297
CDS,CT971583.1,2108691,2108969,+,CAK24710.1,"Transcriptional regulator, luxR family",,SynWH7803_2284,279,92
CDS,CT971583.1,2108926,2109111,-,CAK24711.1,Conserved hypothetical protein,,SynWH7803_2285,186,61
CDS,CT971583.1,2109178,2109687,-,CAK24712.1,Conserved hypothetical protein,,SynWH7803_2286,510,169
CDS,CT971583.1,2109695,2110636,-,CAK24713.1,Inorganic polyphosphate/ATP-NAD kinase,ppnK,SynWH7803_2287,942,313
CDS,CT971583.1,2110652,2110984,-,CAK24714.1,NAD(P)H-quinone oxidoreductase chain 4L,ndhE,SynWH7803_2288,333,110
CDS,CT971583.1,2111006,2111605,-,CAK24715.1,NAD(P)H-quinone oxidoreductase chain 6,ndhG,SynWH7803_2289,600,199
CDS,CT971583.1,2111602,2112258,-,CAK24716.1,NAD(P)H-quinone oxidoreductase subunit I,"ndhI, frxB",SynWH7803_2290,657,218
CDS,CT971583.1,2112340,2113494,-,CAK24717.1,NAD(P)H-quinone oxidoreductase chain 1,ndhA,SynWH7803_2291,1155,384
CDS,CT971583.1,2113519,2114709,-,CAK24718.1,Citrate synthase,gltA,SynWH7803_2292,1191,396
CDS,CT971583.1,2114735,2115235,-,CAK24719.1,Putative phosphohistidine phosphatase,sixA,SynWH7803_2293,501,166
CDS,CT971583.1,2115213,2116922,-,CAK24720.1,Conserved hypothetical protein,,SynWH7803_2294,1710,569
